date,state,city,address,killed,injured,url,source,incident,postalcode,display_address,latitude,longitude
2015-03-31,Wisconsin,Plainfield,"100 block of South Center Street",0,0,http://www.gunviolencearchive.org/incident/316272,http://www.stevenspointjournal.com/story/news/local/2015/03/31/man-arrested-standoff-plainfield/70748696/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Domestic Violence, Kidnapping/abductions/hostage, Possession (gun(s) found during commission of other crimes), Brandishing/flourishing/open carry/lost/found",54966,"100 Center Street, Plainfield, WI 54966, USA",44.2136878,-89.4911314
2015-03-31,Alabama,Warrior,I-65,0,1,http://www.gunviolencearchive.org/incident/316779,http://www.myfoxal.com/story/28675924/warrior-pd-pursuit-of-car-theft-suspect-ends-in-crash-and-shooting,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",35180,"Interstate 65, Warrior, AL 35180, USA",33.8418249,-86.8250783
2015-03-31,Tennessee,Nashville,"2300 block of Rosa L. Parks Boulevard",0,2,http://www.gunviolencearchive.org/incident/315567,http://www.wsmv.com/story/28671736/officer-involved-shooting-reported-at-nashville-apartments,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Drug involvement",,"Rosa L Parks Boulevard, Nashville, TN, USA",36.1796884,-86.7958081
2015-03-31,"North Carolina","Kitty Hawk","5312 North Virginia Dare Trail",0,1,http://www.gunviolencearchive.org/incident/315610,http://wtkr.com/2015/03/31/man-shot-by-officer-in-kitty-hawk-during-drug-investigation/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Drug involvement",27949,"5312 North Virginia Dare Trail, Kitty Hawk, NC 27949, USA",36.0998774,-75.7136299
2015-03-31,Indiana,"Fort Wayne","Oliver and McKee",0,0,http://www.gunviolencearchive.org/incident/316618,http://www.news-sentinel.com/apps/pbcs.dll/article?AID=/20150401/NEWS/150409955/1012/LOCAL,"Shots Fired - No Injuries, Officer Involved Incident, Brandishing/flourishing/open carry/lost/found",,"Fort Wayne, IN, USA",41.079273,-85.1393513
2015-03-31,Florida,Northdale,"16040 Grass Lake Drive",1,0,http://www.gunviolencearchive.org/incident/316008,http://www.wtsp.com/story/news/2015/03/31/suspect-shot-during-execution-of-search-warrant/70756886/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",33618,"16040 Grass Lake Drive, Tampa, FL 33618, USA",28.10154,-82.4896289
2015-03-31,Louisiana,Shreveport,"9300 block of Normandie Dr.",1,1,http://www.gunviolencearchive.org/incident/315962,http://www.shreveporttimes.com/story/news/crime/2015/04/01/one-dead-in-shreveport-shooting/70767960/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",71118,"9300 Normandie Drive, Shreveport, LA 71118, USA",32.3972214,-93.8063446
2015-03-31,Texas,"Henderson County","County Road 4305",0,1,http://www.gunviolencearchive.org/incident/315698,http://www.kltv.com/story/28673080/texas-rangers-investigating-officer-involved-shooting-in-henderson-co,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",75770,"Co Road 4305, LaRue, TX 75770, USA",32.1963548,-95.5830381
2015-03-31,Texas,Nacogdoches,"4700 block of Warr Circle",0,2,http://www.gunviolencearchive.org/incident/315947,http://www.kltv.com/story/28683167/nacogdoches-pd-investigating-a-double-shooting,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Kidnapping/abductions/hostage",75964,"Warr Circle, Nacogdoches, TX 75964, USA",31.5633607,-94.6772766
2015-03-31,Kansas,"Mcpherson County",,0,1,http://www.gunviolencearchive.org/incident/316930,http://www.kctv5.com/story/28695185/central-kansas-man-shot-and-wounded-by-deputies,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Brandishing/flourishing/open carry/lost/found",,"McPherson County, KS, USA",38.3164433,-97.6982272
2015-03-31,"South Carolina","West Ashley","Marginal Road",0,0,http://www.gunviolencearchive.org/incident/315747,http://www.postandcourier.com/article/20150331/PC16/150339877/1177,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",29414,"Marginal Road, Charleston, SC 29414, USA",32.7983943,-80.0824971
2015-03-31,"South Carolina","West Columbia","300 block of Hudson Street",0,1,http://www.gunviolencearchive.org/incident/315591,http://www.wbtw.com/story/28673227/sc-police-officer-shot-near-columbia,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Officer shot",29169,"300 Hudson Street, West Columbia, SC 29169, USA",33.9928166,-81.0532384
2015-03-31,Texas,Baytown,"West Texas Ave. and Gaillard",1,0,http://www.gunviolencearchive.org/incident/315689,http://abc13.com/news/baytown-officer-fatally-shoots-man-who-had-pellet-gun/596145/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, BB/pellet gun",77520,"West Texas Avenue & North Gaillard Street, Baytown, TX 77520, USA",29.7330608,-94.970686
2015-03-30,California,Inglewood,"95th Street and Ash Avenue",0,2,http://www.gunviolencearchive.org/incident/315077,http://www.nbclosangeles.com/news/local/Officer-Shooting-OIS-Inglewood-297987131.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",90301,"South Ash Avenue & West 95th Street, Inglewood, CA 90301, USA",33.950212,-118.3677891
2015-03-30,Illinois,"Loves Park","800 block of Anna Avenue",0,0,http://www.gunviolencearchive.org/incident/316592,http://www.rrstar.com/article/20150402/NEWS/150409851/10447/NEWS,"Non-Shooting Incident, Home Invasion, Home Invasion - No death or injury, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Drug involvement, ATF/LE Confiscation/Raid/Arrest, Possession (gun(s) found during commission of other crimes)",61111,"800 Anna Avenue, Loves Park, IL 61111, USA",42.3260454,-89.0519498
2015-03-30,Washington,"Federal Way","27515 Pacific Highway South",1,0,http://www.gunviolencearchive.org/incident/314945,http://www.kirotv.com/news/news/officer-involved-shooting-federal-way-mcdonalds/nkhpG/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",98003,"27515 Pacific Highway South, Federal Way, WA 98003, USA",47.3548829,-122.3117294
2015-03-30,Illinois,Rockford,"North Rockton Avenue and Bruce Street",0,1,http://www.gunviolencearchive.org/incident/315436,http://www.rrstar.com/article/20150331/NEWS/150339896/10447/NEWS,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",61103,"North Rockton Avenue & Bruce Street, Rockford, IL 61103, USA",42.283152,-89.0966119
2015-03-30,Illinois,Carbondale,"300 block of East Walnut Street",0,0,http://www.gunviolencearchive.org/incident/314895,http://www.wsiltv.com/news/local/Man-With-Gun-Arrested-in-Carbondale-297731971.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired",62901,"300 East Walnut Street, Carbondale, IL 62901, USA",37.7255256,-89.2134712
2015-03-30,Texas,Houston,"Yale and Tidwell",0,0,http://www.gunviolencearchive.org/incident/315451,http://www.khou.com/story/news/crime/2015/03/30/police-woman-kidnapped-from-kroger-parking-lot-in-south-houston/70673516/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Kidnapping/abductions/hostage",77091,"West Tidwell Road & Yale Street, Houston, TX 77091, USA",29.8458231,-95.4030476
2015-03-30,Maryland,"Prince George's County","71st Court",0,0,http://www.gunviolencearchive.org/incident/315433,http://www.washingtonpost.com/local/crime/prince-georges-county-police-officer-fires-on-car-whose-driver-fled-stop/2015/03/31/8744bc3a-d793-11e4-b3f2-607bd612aeac_story.html,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",20743,"71st Court, Capitol Heights, MD 20743, USA",38.89413,-76.898954
2015-03-30,"New Mexico",Pojoaque,"U.S. 84",0,0,http://www.gunviolencearchive.org/incident/317478,http://www.santafenewmexican.com/news/police_notes/police-notes-march/article_8c94139b-7406-539f-ad10-541b7e007ad5.html,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",87506,"U.S. 84 Frontage, New Mexico 87506, USA",35.8582025,-105.999585
2015-03-30,Missouri,"Saint Louis","17th and Chestnut Street",0,0,http://www.gunviolencearchive.org/incident/315898,http://www.stltoday.com/news/local/crime-and-courts/after-shots-fired-downtown-police-chase-on-i--leads/article_39f4b4dc-0012-53f0-af86-984a18ffd572.html,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Drive-by (car to street, car to car)",63182,"Chestnut Street & North 17th Street, Saint Louis, MO 63182, USA",38.6296202,-90.2049166
2015-03-29,Iowa,"Cedar Rapids","Center Point Road and Daniels Street Northeast",0,1,http://www.gunviolencearchive.org/incident/315242,http://www.wowt.com/home/headlines/Iowa-Police-Shooting-Investigated-297930881.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",52402,"Daniels Street Northeast, Cedar Rapids, IA 52402, USA",41.9994658,-91.6613218
2015-03-29,Nevada,"Boulder City","841 Avenue  A",1,0,http://www.gunviolencearchive.org/incident/314859,http://www.jrn.com/ktnv/news/One-dead-in-Boulder-City-officer-involved-shooting-297996401.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",89005,"841 Avenue A, Boulder City, NV 89005, USA",35.9733259,-114.8404433
2015-03-29,Wisconsin,Appleton,"800 block of South Telulah Avenue",0,0,http://www.gunviolencearchive.org/incident/314656,http://www.postcrescent.com/story/news/local/2015/03/29/appleton-man-arrested-disturbance-gun/70645484/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Possession (gun(s) found during commission of other crimes), Brandishing/flourishing/open carry/lost/found",54915,"800 South Telulah Avenue, Appleton, WI 54915, USA",44.255197,-88.37981
2015-03-29,Florida,Jacksonville,"5020 Cleveland Rd.",0,1,http://www.gunviolencearchive.org/incident/314700,http://www.news4jax.com/news/policeinvolved-incident-reported-at-cleveland-arms-apartments/32074412,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",32209,"5020 Cleveland Road, Jacksonville, FL 32209, USA",30.3644969,-81.7079846
2015-03-29,Ohio,"Pike County","Fields Hollow Road",0,1,http://www.gunviolencearchive.org/incident/314627,http://www.nbc4i.com/story/28642381/pike-county-shooting-under-investigation,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",45660,"Fields Hollow Road, Peebles, OH 45660, USA",39.0826401,-83.2546804
2015-03-29,Ohio,Youngstown,"Judson Avenue and Hillman Street",0,0,http://www.gunviolencearchive.org/incident/315517,http://wkbn.com/2015/03/30/teen-shoots-at-ypd-injures-one-officer/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Drug involvement",44507,"Hillman Street & West Judson Avenue, Youngstown, OH 44507, USA",41.0625242,-80.663945
2015-03-29,Kansas,Oakley,"1001 Old Highway 40",1,0,http://www.gunviolencearchive.org/incident/317001,http://www.salina.com/crime/khp-says-oklahoma-man-died-of-self-inflicted-wound-during/article_c245b681-66ff-5fdf-8a0d-766973ba52f2.html,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Officer Involved Shooting - Perpetrator suicide at standoff",67748,"Old Highway 40, Oakley, KS 67748, USA",39.1190895,-100.7474905
2015-03-29,"South Carolina",Lamar,"Boykin Avenue",0,0,http://www.gunviolencearchive.org/incident/314741,http://m.wmbfnews.com/wmbfnews/db/346947/content/YKqHl1Do,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",29069,"Boykin Avenue, Lamar, SC 29069, USA",34.1717079,-80.060356
2015-03-29,Kentucky,Elizabethtown,"Towne Drive",1,0,http://www.gunviolencearchive.org/incident/314688,http://www.lex18.com/story/28643917/police-officer-shoots-man-near-elizabethtown-kroger,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Domestic Violence",42701,"Towne Drive, Elizabethtown, KY 42701, USA",37.7330575,-85.8899675
2015-03-29,Nevada,Pahrump,,0,0,http://www.gunviolencearchive.org/incident/314720,http://www.reviewjournal.com/news/nevada/pahrump-deputy-arrested-after-police-say-he-pointed-gun-wife,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Domestic Violence, Brandishing/flourishing/open carry/lost/found",,"Pahrump, NV, USA",36.2082943,-115.9839147
2015-03-28,Indiana,Indianapolis,"600 block of East 17th Street",0,0,http://www.gunviolencearchive.org/incident/314315,http://fox59.com/2015/03/28/police-investigating-shots-fired-on-near-north-side/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",,"East 17th Street, Indianapolis, IN, USA",39.7898546,-86.0974398
2015-03-28,California,Oxnard,,1,0,http://www.gunviolencearchive.org/incident/314201,http://www.times-standard.com/general-news/20150328/police-fatally-shoot-woman-during-domestic-dispute-in-oxnard,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",,"Oxnard, CA, USA",34.1975048,-119.1770516
2015-03-28,California,Taft,"200 block of 4th Street",0,0,http://www.gunviolencearchive.org/incident/314178,http://www.turnto23.com/news/local-news/happening-now-stand-off-in-downtown-taft-police-surrounding-motorhome-032815,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired",93268,"200 4th Street, Taft, CA 93268, USA",35.1404945,-119.4574809
2015-03-28,Ohio,Toledo,"Ferris Avenue and West Oakland Street",0,1,http://www.gunviolencearchive.org/incident/314625,http://www.toledoblade.com/Police-Fire/2015/03/29/Toledo-police-shoot-driver-after-chase.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot",43608,"West Oakland Street & Ferris Avenue, Toledo, OH 43608, USA",41.6821338,-83.5488382
2015-03-28,Illinois,Champaign,"1700 block of Clover Lane",0,1,http://www.gunviolencearchive.org/incident/315536,http://www.illinoishomepage.net/story/d/story/missing-teen-sought-for-accidental-shooting/11081/7EHRJdw9fkmxD1rWLxFjSQ,"Shot - Wounded/Injured, Accidental Shooting, Accidental Shooting - Injury, Accidental/Negligent Discharge, Officer Involved Incident, Officer Involved Shooting - Perpetrator surrender at standoff",61821,"1700 Clover Lane, Champaign, IL 61821, USA",40.0962726,-88.279743
2015-03-28,"New York",Syracuse,"407 Clarence Avenue",0,0,http://www.gunviolencearchive.org/incident/321514,http://www.syracuse.com/crime/index.ssf/2015/04/cops_onondaga_man_who_fired_gun_near_firefighters_was_in_standoff_with_deputies.html#incart_river,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired",13205,"407 Clarence Avenue, Syracuse, NY 13205, USA",43.0046449,-76.1388939
2015-03-28,Alabama,Greenville,"Oglesby Street",1,0,http://www.gunviolencearchive.org/incident/314442,http://www.wsfa.com/story/28640437/greenville-18-year-old-dies-after-being-shot-multiple-times,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",36037,"Oglesby Street, Greenville, AL 36037, USA",31.8202571,-86.6251552
2015-03-28,Maine,"Old Orchard Beach","Saunders Avenue",0,0,http://www.gunviolencearchive.org/incident/314374,http://www.pressherald.com/2015/03/28/old-orchard-beach-police-get-potentially-suicidal-man-to-surrender/,"Suicide - Attempt, Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Possession (gun(s) found during commission of other crimes)",04064,"Saunders Avenue, Old Orchard Beach, ME 04064, USA",43.5244805,-70.3669131
2015-03-27,Oregon,"Saint Helens","35000 block of Oakwood Drive",0,1,http://www.gunviolencearchive.org/incident/314310,http://koin.com/2015/03/27/man-73-shot-in-st-helens-neighborhood-dispute/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator surrender at standoff",97051,"Oakwood Drive, Saint Helens, OR 97051, USA",45.8604823,-122.837793
2015-03-27,Massachusetts,Boston,"Humboldt Avenue",1,2,http://www.gunviolencearchive.org/incident/313656,http://www.necn.com/news/new-england/Boston-Police-Officer-Shot-297845821.html,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Officer shot, Officer Involved Shooting - Perpetrator killed, Officer Involved Shooting - Bystander shot",,"Humboldt Avenue, Boston, MA, USA",42.3146137,-71.0883242
2015-03-27,Michigan,"Davison Township",,0,0,http://www.gunviolencearchive.org/incident/319317,http://www.mlive.com/news/flint/index.ssf/2015/04/school_bus_drivers_with_allege.html#incart_river,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, ATF/LE Confiscation/Raid/Arrest, Possession (gun(s) found during commission of other crimes)",,"Davison, MI, USA",43.0010681,-83.517682
2015-03-27,Michigan,Bellaire,"528 Thayer Lane",1,0,http://www.gunviolencearchive.org/incident/313669,http://www.mlive.com/news/grand-rapids/index.ssf/2015/03/man_kills_himself_during_stand.html#incart_river,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff",49615,"528 Thayer Lane, Bellaire, MI 49615, USA",44.9748677,-85.2030419
2015-03-27,"New York",Brooklyn,"345 Livonia Avenue",0,0,http://www.gunviolencearchive.org/incident/314176,http://www.nypdnews.com/2015/03/cops-arrest-man-after-observing-him.html,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Possession (gun(s) found during commission of other crimes)",11212,"345 Livonia Avenue, Brooklyn, NY 11212, USA",40.6635738,-73.9049385
2015-03-27,"West Virginia",Keyser,"Horseshoe Run Road",1,0,http://www.gunviolencearchive.org/incident/314039,http://www.wvva.com/story/28639395/2015/03/28/a-man-is-dead-after-troopers-say-they-were-forced-to-shoot-him-after-he-pointed-his-gun-at-them,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",,"Keyser, WV, USA",39.4409277,-78.9739156
2015-03-27,Virginia,Richmond,"4200 block of Stockton Street",0,1,http://www.gunviolencearchive.org/incident/313496,http://www.nbc12.com/story/28634947/swat-presence-after-shooting-report-in-south-richmond,"Shot - Wounded/Injured, Officer Involved Incident",23224,"Stockton Street, Richmond, VA 23224, USA",37.5192725,-77.4423819
2015-03-27,Maryland,Baltimore,"Frederick and South Athol Avenues",0,0,http://www.gunviolencearchive.org/incident/313941,http://www.wbaltv.com/news/traffic-stop-leads-to-gunfire-in-baltimore/32060806,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",21229,"Frederick Avenue & South Athol Avenue, Baltimore, MD 21229, USA",39.2815865,-76.6885252
2015-03-27,"District of Columbia",Washington,"5300 block of Clay Terrace NE",0,1,http://www.gunviolencearchive.org/incident/314514,http://www.washingtonpost.com/local/crime/dc-officer-involved-in-shooting-reportedly-after-robbery/2015/03/28/29ddb494-d594-11e4-ab77-9646eea6a4c7_story.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Possession (gun(s) found during commission of other crimes)",20019,"5300 Clay Terrace Northeast, Washington, DC 20019, USA",38.8935346,-76.9246651
2015-03-27,California,Encinitas,"2000 block of Shadytree Lane",1,0,http://www.gunviolencearchive.org/incident/313926,http://www.osidenews.com/2015/03/28/officer-involved-shooting-in-encinitas/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",92024,"2000 Shadytree Lane, Encinitas, CA 92024, USA",33.0497442,-117.2429032
2015-03-27,Texas,"Lubbock County","12000 block of County Rd. 1400",0,0,http://www.gunviolencearchive.org/incident/314830,http://www.kcbd.com/story/28639665/suspect-in-custody-after-swat-standoff,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Domestic Violence, Brandishing/flourishing/open carry/lost/found",79382,"12000 County Road 1400, Wolfforth, TX 79382, USA",33.4867315,-102.0090125
2015-03-27,Massachusetts,Webster,"North Main Street",1,0,http://www.gunviolencearchive.org/incident/313385,http://wpri.com/2015/03/27/man-shot-killed-by-mass-police/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Criminal act with stolen gun, Gun(s) stolen from owner, Stolen gun(s) recovered during arrest/warrant",,"North Main Street, Webster, MA, USA",42.059594,-71.8780715
2015-03-26,Kansas,Gardner,"400 block of North Birch Street",1,0,http://www.gunviolencearchive.org/incident/313627,http://ksnt.com/2015/03/27/eastern-kansas-police-shoot-kill-woman/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",66030,"400 North Birch, Gardner, KS 66030, USA",38.8166982,-94.9134526
2015-03-26,Texas,Alvin,"100 South Second St.",0,1,http://www.gunviolencearchive.org/incident/315744,http://texaspolicenews.com/html/Alvin%20Weekly%20Offense%20Bulletin%2003%2031%2015.pdf,"Shot - Wounded/Injured, Officer Involved Incident",77511,"100 South 2nd Street, Alvin, TX 77511, USA",29.423034,-95.256065
2015-03-26,Connecticut,Griswold,"Norman Road",0,0,http://www.gunviolencearchive.org/incident/313709,http://www.wfsb.com/story/28631455/undercover-op-lands-suspect-behind-bars-two-troopers-in-the-hospital,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Officer Involved Shooting - Perpetrator unarmed, Drug involvement",06351,"Norman Road, Griswold, CT 06351, USA",41.6021757,-71.955608
2015-03-26,"North Carolina",Mooresville,"631 Brawley School Road",0,0,http://www.gunviolencearchive.org/incident/313548,http://www.wsoctv.com/news/news/local/gear-stolen-mooresville-police-car/nkgGq/,"Non-Shooting Incident, Officer Involved Incident, Gun(s) stolen from owner",28117,"631 Brawley School Road, Mooresville, NC 28117, USA",35.5817265,-80.8750505
2015-03-26,Illinois,Evanston,"200 block of Callan Avenue",0,0,http://www.gunviolencearchive.org/incident/314532,http://chicago.suntimes.com/crime/7/71/478096/police-arrest-armed-man-fled-traffic-stop-evanston,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Possession of gun by felon",60202,"200 Callan Avenue, Evanston, IL 60202, USA",42.0212126,-87.6792022
2015-03-26,California,Wilmington,"1500 block of Bay View Avenue",1,0,http://www.gunviolencearchive.org/incident/313103,http://www.nbclosangeles.com/news/local/Police-Officer-Involved-Shooting-OIS-Wilmington-297673271.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",90744,"1500 Bay View Avenue, Wilmington, CA 90744, USA",33.7929247,-118.2709105
2015-03-26,Arizona,Phoenix,"67th Avenue and Indian School Road",0,2,http://www.gunviolencearchive.org/incident/313359,http://www.azcentral.com/story/news/local/phoenix/2015/03/26/phoenix-gunman-maryvale-abrk/70492466/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Officer shot, Officer Involved Shooting - Perpetrator shot",85033,"West Indian School Road & North 67th Avenue, Phoenix, AZ 85033, USA",33.4948351,-112.203235
2015-03-26,Wisconsin,Oneida,"Mullen Drive",0,0,http://www.gunviolencearchive.org/incident/313907,http://wbay.com/2015/03/26/standoff-in-oneida/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Brandishing/flourishing/open carry/lost/found",54155,"Mullen Drive, Oneida, WI 54155, USA",44.481315,-88.227042
2015-03-26,Massachusetts,Boston,"Dudley and Belden Street",0,0,http://www.gunviolencearchive.org/incident/313833,http://bpdnews.com/news/2015/3/27/one-less-gun-officers-prevent-potential-shooting-recover-firearm,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Possession (gun(s) found during commission of other crimes), Brandishing/flourishing/open carry/lost/found",02125,"Dudley Street & Belden Street, Boston, MA 02125, USA",42.3175697,-71.0662809
2015-03-25,Missouri,"Saint Louis","Interstate 70",0,2,http://www.gunviolencearchive.org/incident/313292,http://www.stltoday.com/news/local/crime-and-courts/gunman-in-custody-after-shooting-two-during-multi-county-chase/article_df134919-94e9-51b5-b734-a654c5348b27.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Drive-by (car to street, car to car)",,"Interstate 70, United States",39.113999,-94.6165585
2015-03-25,Kentucky,"Casey County","Sand Knob Road",1,0,http://www.gunviolencearchive.org/incident/312980,http://www.wave3.com/story/28617822/ksp-suspect-who-fired-at-officer-at-large,"Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff, Drug involvement",40484,"Sand Knob Road, Stanford, KY 40484, USA",37.515934,-84.8661489
2015-03-25,Virginia,Richmond,"Midlothian Turnpike",0,1,http://www.gunviolencearchive.org/incident/312965,http://www.nbc12.com/story/28616961/rpd-drug-suspect-ran-shot-himself-in-leg,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Drug involvement",,"Midlothian Turnpike, Richmond, VA, USA",37.4955765,-77.5541603
2015-03-25,Indiana,"South Bend","Greenview Avenue",0,0,http://www.gunviolencearchive.org/incident/312727,http://www.southbendtribune.com/news/publicsafety/suspect-in-south-bend-cocaine-raid-indicted-on-federal-charges/article_e2e9caa5-8293-5436-b436-6c6710501114.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Drug involvement, Possession (gun(s) found during commission of other crimes)",46619,"Greenview Avenue, South Bend, IN 46619, USA",41.6635114,-86.309018
2015-03-25,California,"Los Angeles","102nd Street and Vermont Avenue",1,0,http://www.gunviolencearchive.org/incident/312675,http://www.nbclosangeles.com/news/local/Deputy-Shoots-Suspected-Gunman-South-Los-Angeles-297492071.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed",90044,"Vermont Avenue & West 102nd Street, Los Angeles, CA 90044, USA",33.943751,-118.2915531
2015-03-25,"New York",Queens,"220th Street and Merrick Boulevard",0,0,http://www.gunviolencearchive.org/incident/313445,http://7online.com/news/police-shoot-at-suspects-involved-in-apparent-drug-deal-in-queens/573642/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Drug involvement",11413,"Merrick Boulevard & 220th Street, Laurelton, NY 11413, USA",40.6789723,-73.7493146
2015-03-25,Virginia,Hampton,"800 block of Judy Court",0,0,http://www.gunviolencearchive.org/incident/312599,http://wtkr.com/2015/03/25/three-hampton-schools-temporarily-on-lockdown-due-to-police-pursuit/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury",23661,"800 Judy Court, Hampton, VA 23661, USA",37.0208696,-76.365685
